WS50M,WS10M,WS100M,WS80M
0.46,0.45,2.242,2.179
1.23,1.01,3.172,3.026
1.83,1.42,3.953,3.739
2.27,1.69,4.481,4.22
2.55,1.85,4.85,4.555
2.74,1.94,5.111,4.792
2.87,1.98,5.285,4.951
2.96,2.01,5.409,5.063
3.1,2.07,5.544,5.185
3.4,2.13,5.848,5.454
3.85,2.13,6.317,5.857
4.46,1.77,7.248,6.655
5.03,1.9,8.079,7.401
4.66,1.56,7.852,7.202
4.49,1.44,7.611,6.983
4.33,1.34,7.382,6.773
4.26,1.32,7.279,6.68
4.23,1.33,7.232,6.638
4.35,1.37,7.411,6.798
4.96,1.59,8.162,7.47
5.03,1.79,8.205,7.518
4.36,1.9,7.214,6.651
2.74,1.78,5.357,5.022
2.34,1.45,5.029,4.727
2.64,1.4,5.189,4.859
2.62,1.4,5.311,4.972
2.8,1.56,5.605,5.241
3.18,1.79,5.957,5.556
3.51,1.99,6.255,5.821
3.77,2.13,6.522,6.062
3.96,2.24,6.746,6.266
4.17,2.36,6.98,6.479
4.37,2.46,7.172,6.653
4.52,2.49,7.283,6.75
4.25,2.0,6.966,6.442
4.49,1.48,7.373,6.767
4.39,2.26,7.158,6.626
3.67,2.14,6.262,5.838
2.67,1.75,5.104,4.811
1.41,1.04,3.846,3.675
0.37,0.28,2.906,2.807
0.63,0.49,2.852,2.762
0.95,0.73,2.929,2.836
1.34,0.98,2.983,2.881
1.99,1.39,3.183,3.054
2.53,1.63,3.477,3.303
2.31,1.15,3.706,3.473
1.67,0.96,3.483,3.29
2.6,1.46,5.047,4.724
3.42,1.94,6.152,5.732
3.93,2.25,6.836,6.355
4.22,2.42,7.219,6.703
4.36,2.51,7.416,6.883
4.41,2.57,7.501,6.963
4.45,2.64,7.587,7.045
4.55,2.79,7.669,7.125
4.84,3.02,7.811,7.252
5.24,3.19,8.025,7.438
5.3,3.11,7.927,7.341
4.48,2.51,7.036,6.516
3.32,1.56,6.071,5.628
2.34,0.84,5.062,4.715
1.81,0.79,4.212,3.955
1.83,0.64,3.815,3.581
2.28,0.82,3.927,3.674
2.25,0.86,3.829,3.583
2.3,0.72,3.922,3.654
2.46,0.76,4.166,3.872
2.69,0.84,4.571,4.235
2.69,0.95,4.724,4.381
2.15,1.17,4.15,3.896
2.6,1.47,4.709,4.405
2.87,1.67,5.065,4.73
3.0,1.74,5.309,4.954
3.38,1.92,5.76,5.363
3.83,2.16,6.26,5.817
4.36,2.44,6.819,6.32
4.78,2.66,7.334,6.787
5.04,2.79,7.68,7.099
5.09,2.79,7.787,7.195
4.77,2.61,7.508,6.945
4.46,2.46,7.194,6.663
4.08,2.23,6.683,6.199
3.85,1.74,6.48,5.981
3.94,1.64,6.763,6.233
3.24,1.69,6.088,5.646
2.74,1.46,5.56,5.173
2.39,1.31,5.016,4.686
2.3,1.2,4.733,4.428
2.4,1.18,4.775,4.46
2.52,1.19,4.875,4.545
2.41,1.19,4.758,4.441
2.14,1.09,4.505,4.217
1.89,1.06,4.239,3.989
1.74,1.07,4.066,3.841
1.36,0.91,3.598,3.42
1.03,0.72,3.147,3.011
0.72,0.56,2.578,2.489
0.34,0.42,1.965,1.93
0.86,0.71,2.551,2.46
1.5,1.12,3.37,3.206
1.85,1.35,3.815,3.611
2.03,1.47,3.997,3.776
2.12,1.52,4.06,3.832
2.08,1.47,4.009,3.784
2.06,1.4,3.976,3.752
2.57,1.43,4.349,4.073
3.67,1.34,5.588,5.158
4.47,1.37,6.68,6.135
4.06,1.29,6.396,5.886
3.41,1.17,5.696,5.268
2.48,1.19,4.576,4.283
1.5,0.99,3.57,3.398
1.01,0.75,3.084,2.957
1.83,1.26,3.646,3.461
2.28,1.49,4.006,3.781
2.81,1.69,4.631,4.336
3.09,1.36,5.228,4.845
2.13,1.23,4.266,4.003
3.02,1.67,5.564,5.185
4.36,2.4,7.426,6.884
5.51,3.02,8.774,8.106
6.11,3.37,9.458,8.725
6.36,3.5,9.751,8.992
6.39,3.53,9.818,9.055
6.31,3.51,9.732,8.981
6.19,3.52,9.576,8.842
6.08,3.51,9.397,8.681
5.92,3.43,9.131,8.439
5.58,3.21,8.629,7.98
5.03,2.84,7.89,7.303
4.12,2.07,6.832,6.317
3.53,1.42,6.294,5.803
3.11,1.22,5.735,5.308
2.83,1.02,5.256,4.874
2.82,0.89,5.035,4.669
2.71,1.0,4.751,4.421
2.48,0.93,4.314,4.027
2.26,0.89,3.823,3.587
2.12,0.96,3.423,3.226
2.15,1.2,3.252,3.08
2.16,0.85,3.428,3.223
1.65,0.77,2.759,2.616
2.16,1.09,3.782,3.547
2.2,1.29,4.139,3.888
2.36,1.41,4.464,4.189
2.6,1.58,4.873,4.566
2.8,1.71,5.207,4.875
3.13,1.94,5.618,5.251
3.42,2.12,5.93,5.534
3.3,2.0,5.727,5.348
3.13,1.87,5.438,5.083
3.06,1.82,5.324,4.977
3.44,1.98,5.753,5.363
3.6,2.01,5.99,5.574
3.49,1.77,6.058,5.618
3.59,1.23,6.222,5.745
3.55,1.15,6.129,5.661
3.38,1.16,5.962,5.514
3.22,1.11,5.827,5.396
3.05,1.07,5.682,5.269
2.62,0.95,5.237,4.875
2.29,0.86,4.825,4.508
1.83,0.72,4.191,3.941
1.62,0.89,3.834,3.622
1.75,1.04,3.997,3.776
2.23,1.3,4.458,4.195
2.14,1.34,4.344,4.095
1.64,1.17,3.631,3.451
1.53,1.22,3.544,3.372
1.76,1.41,3.903,3.701
1.93,1.51,4.115,3.895
2.08,1.6,4.293,4.056
2.28,1.7,4.53,4.27
2.41,1.78,4.702,4.426
2.48,1.8,4.788,4.504
2.67,1.87,4.982,4.677
2.99,1.96,5.323,4.981
3.39,1.94,5.83,5.426
4.13,1.43,7.002,6.433
5.07,1.6,8.201,7.504
4.26,1.59,7.377,6.787
3.92,1.29,6.909,6.361
4.05,1.29,6.96,6.396
4.15,1.35,7.032,6.456
4.19,1.34,7.125,6.537
4.18,1.36,7.182,6.592
3.94,1.27,6.937,6.376
3.94,1.28,6.93,6.372
3.9,1.44,6.863,6.32
2.0,1.31,4.582,4.319
1.41,0.83,3.934,3.73
2.12,1.14,4.602,4.322
2.6,1.46,5.18,4.848
3.05,1.77,5.562,5.193
3.35,1.98,5.852,5.456
3.57,2.14,6.126,5.706
3.74,2.26,6.345,5.907
3.82,2.32,6.441,5.995
3.84,2.33,6.406,5.96
3.96,2.39,6.422,5.969
4.2,2.48,6.541,6.066
4.4,2.41,6.736,6.218
4.54,1.89,7.2,6.612
5.2,1.6,8.241,7.533
4.33,1.51,7.542,6.921
3.47,1.46,6.651,6.145
2.7,1.34,5.709,5.322
2.0,1.27,4.861,4.579
1.43,0.96,4.256,4.034
0.97,0.66,3.843,3.658
0.9,0.63,3.687,3.516
1.36,0.94,4.012,3.813
1.42,0.83,4.176,3.946
1.12,0.6,3.613,3.439
1.31,0.8,3.762,3.575
1.79,1.12,4.213,3.983
2.39,1.5,4.823,4.534
2.8,1.75,5.298,4.965
3.01,1.88,5.526,5.171
3.33,2.08,5.844,5.458
3.73,2.33,6.31,5.88
4.12,2.57,6.839,6.363
4.42,2.75,7.264,6.75
4.63,2.85,7.561,7.021
4.64,2.82,7.646,7.098
4.54,2.67,7.567,7.021
4.13,2.24,7.109,6.585
4.03,1.93,7.113,6.572
3.71,1.84,6.682,6.192
3.45,1.8,6.357,5.902
3.33,1.74,6.132,5.693
3.45,1.78,6.226,5.774
3.49,1.82,6.261,5.803
3.46,1.88,6.181,5.728
3.51,1.93,6.15,5.699
3.52,1.84,6.072,5.624
3.51,1.97,6.002,5.574
3.81,2.22,6.186,5.756
3.76,2.25,5.934,5.529
3.63,2.23,5.52,5.148
3.59,2.27,5.287,4.93
3.55,2.31,5.128,4.783
3.58,2.38,5.014,4.676
3.79,2.57,5.111,4.759
4.12,2.8,5.394,5.011
4.52,3.03,5.814,5.389
4.96,3.26,6.333,5.858
5.33,3.39,6.837,6.315
5.65,3.45,7.363,6.791
5.86,3.4,7.9,7.274
5.28,2.99,7.746,7.126
4.92,2.62,7.635,7.028
4.75,2.49,7.702,7.091
4.53,2.34,7.751,7.149
4.26,2.11,7.582,7.005
4.06,1.89,7.471,6.909
3.99,1.8,7.308,6.759
3.99,1.76,7.263,6.714
3.93,1.68,7.226,6.68
3.97,1.64,7.305,6.75
3.58,1.8,6.855,6.367
3.04,1.8,6.373,5.96
3.29,1.96,6.511,6.084
2.72,1.64,5.797,5.44
2.02,1.2,5.06,4.775
1.64,0.86,4.618,4.372
1.72,0.89,4.59,4.341
1.77,0.94,4.482,4.235
1.78,0.98,4.31,4.071
1.73,0.97,4.123,3.894
1.56,0.88,3.898,3.686
1.28,0.7,3.609,3.422
0.92,0.51,3.257,3.102
1.16,0.39,3.133,2.97
2.74,0.88,4.088,3.814
3.41,1.34,4.979,4.641
2.91,1.7,4.738,4.46
1.92,1.35,3.913,3.734
0.88,0.68,3.073,2.965
1.02,0.82,3.116,3.005
1.78,1.31,3.672,3.516
2.31,1.63,4.112,3.915
2.86,1.89,4.683,4.421
3.51,1.96,5.443,5.077
3.83,1.46,5.913,5.454
3.15,1.87,5.071,4.731
3.49,2.1,5.511,5.138
4.08,2.49,6.306,5.866
4.27,2.65,6.593,6.131
4.33,2.75,6.729,6.257
4.51,2.91,7.082,6.583
4.63,2.98,7.446,6.92
4.59,2.95,7.63,7.094
4.8,3.05,7.972,7.408
4.94,3.1,8.143,7.563
4.98,3.07,8.222,7.632
4.88,2.94,8.166,7.578
4.7,2.72,8.001,7.421
4.11,2.04,7.276,6.741
4.18,1.51,7.367,6.794
4.05,1.42,7.072,6.53
4.0,1.48,6.824,6.302
3.45,1.38,6.262,5.797
3.22,1.16,5.972,5.531
3.16,1.14,5.866,5.432
2.97,1.11,5.631,5.219
3.15,1.19,5.743,5.317
3.25,1.04,5.834,5.386
2.94,1.19,5.397,5.012
2.36,1.37,4.428,4.16
2.07,1.25,3.853,3.632
1.43,0.93,2.84,2.705
0.78,0.72,2.113,2.049
0.96,0.95,2.584,2.492
1.52,1.29,3.218,3.066
2.04,1.61,3.797,3.591
2.56,1.9,4.415,4.15
3.04,2.17,5.037,4.716
3.46,2.38,5.644,5.268
3.81,2.52,6.193,5.768
4.21,2.63,6.787,6.305
4.54,2.64,7.339,6.801
4.21,2.0,7.255,6.699
4.63,1.86,7.859,7.233
4.26,1.88,7.43,6.863
3.79,1.63,6.795,6.284
3.59,1.55,6.489,6.003
3.37,1.49,6.235,5.774
3.35,1.37,6.168,5.703
3.29,1.29,6.052,5.596
3.28,1.32,6.146,5.681
3.13,1.21,6.061,5.603
2.71,1.5,5.473,5.097
2.41,1.44,4.724,4.439
1.74,1.09,3.912,3.704
1.04,0.75,2.788,2.68
1.04,0.92,2.466,2.379
1.48,1.23,2.686,2.564
1.95,1.55,3.186,3.023
2.48,1.89,3.823,3.6
3.02,2.21,4.483,4.196
3.47,2.46,5.081,4.738
3.9,2.67,5.69,5.291
4.39,2.87,6.383,5.92
4.97,3.06,7.227,6.684
5.35,3.1,7.94,7.327
5.07,2.73,8.108,7.465
4.89,2.48,8.211,7.571
4.29,2.2,7.571,7.007
3.76,1.91,6.817,6.319
3.53,1.73,6.425,5.952
3.43,1.6,6.288,5.815
3.39,1.42,6.203,5.732
3.5,1.25,6.432,5.931
3.64,1.23,6.728,6.195
3.83,1.17,6.93,6.37
3.4,1.5,6.338,5.86
2.12,1.32,4.515,4.253
1.64,1.05,3.841,3.64
0.98,0.74,2.872,2.76
1.04,0.92,2.659,2.561
1.46,1.25,2.833,2.711
1.96,1.57,3.102,2.94
2.48,1.89,3.598,3.391
3.04,2.21,4.251,3.978
3.53,2.47,4.833,4.503
4.0,2.72,5.413,5.027
4.49,2.92,6.008,5.564
5.08,3.12,6.788,6.267
5.48,3.16,7.512,6.918
4.92,2.69,7.601,6.988
4.64,2.31,7.799,7.18
4.14,2.12,7.357,6.809
3.69,1.89,6.778,6.286
3.53,1.79,6.568,6.082
3.47,1.68,6.488,5.999
3.53,1.55,6.585,6.081
3.62,1.39,6.836,6.305
3.65,1.29,6.768,6.238
3.5,1.38,6.539,6.032
3.2,1.52,6.122,5.673
2.38,1.44,4.964,4.663
1.89,1.13,4.594,4.334
1.26,0.74,3.906,3.714
0.38,0.38,2.777,2.694
0.74,0.78,2.771,2.682
1.37,1.18,3.111,2.981
2.16,1.64,3.541,3.356
3.06,2.17,4.008,3.753
3.92,2.65,5.01,4.663
4.63,3.03,5.91,5.477
5.35,3.35,6.874,6.349
5.84,3.5,7.694,7.093
5.77,3.33,8.078,7.445
4.79,2.64,7.615,7.018
4.18,2.03,7.203,6.649
3.66,1.73,6.51,6.033
3.26,1.29,5.948,5.515
3.27,1.19,5.889,5.45
3.11,1.15,5.749,5.319
3.01,1.03,5.61,5.183
3.19,0.99,5.682,5.243
3.28,1.23,5.639,5.218
3.33,1.34,5.691,5.271
3.24,1.29,5.708,5.283
1.94,1.18,4.164,3.928
0.96,0.63,3.097,2.968
0.34,0.34,2.474,2.406
0.66,0.68,2.637,2.55
1.41,1.12,3.462,3.295
2.1,1.52,4.269,4.027
2.68,1.84,4.925,4.618
3.02,2.02,5.388,5.039
3.23,2.12,5.769,5.389
3.3,2.13,6.079,5.679
3.37,2.11,6.366,5.947
3.62,2.15,6.785,6.328
3.63,1.83,6.802,6.331
3.58,1.77,6.438,5.98
3.95,1.89,6.672,6.17
3.8,1.81,6.325,5.855
3.7,1.66,6.042,5.591
3.66,1.16,5.927,5.466
3.44,1.07,5.713,5.273
3.08,0.92,5.399,4.988
2.8,1.06,5.081,4.716
2.28,0.91,4.467,4.171
1.83,0.99,3.811,3.594
1.58,0.74,3.418,3.231
1.07,0.69,2.722,2.613
0.93,0.59,2.647,2.538
1.5,0.95,3.604,3.417
2.48,1.51,4.832,4.533
3.24,1.95,5.774,5.389
3.76,2.25,6.436,5.99
4.14,2.5,6.923,6.434
4.27,2.61,7.11,6.608
4.29,2.66,7.161,6.658
4.46,2.77,7.355,6.837
4.51,2.78,7.409,6.885
4.46,2.72,7.327,6.807
4.44,2.59,7.262,6.74
4.07,2.0,6.854,6.341
4.19,1.33,7.127,6.548
3.5,1.06,6.312,5.818
2.29,1.18,4.926,4.607
1.2,0.81,3.788,3.6
0.44,0.31,3.01,2.891
0.93,0.63,3.174,3.04
1.38,0.91,3.428,3.271
1.51,1.0,3.461,3.302
1.54,1.03,3.417,3.264
1.59,0.97,3.504,3.335
0.64,0.4,2.568,2.484
0.89,0.51,2.586,2.484
1.53,0.98,3.289,3.118
1.84,1.19,3.772,3.56
2.02,1.29,4.147,3.906
2.34,1.45,4.74,4.452
2.74,1.66,5.354,5.013
3.11,1.88,5.828,5.446
3.46,2.14,6.195,5.781
3.92,2.43,6.599,6.144
4.28,2.62,6.859,6.376
4.42,2.63,6.925,6.432
4.56,2.57,6.977,6.468
4.16,2.09,6.707,6.197
3.92,1.5,6.571,6.054
3.27,1.25,5.902,5.462
2.6,1.32,5.06,4.731
2.19,1.13,4.476,4.208
1.91,1.17,4.008,3.793
1.82,1.16,3.737,3.547
1.94,1.2,3.502,3.326
2.24,1.36,3.374,3.199
2.77,1.38,3.888,3.646
3.12,1.17,4.486,4.162
2.65,1.31,4.268,3.984
3.16,1.72,5.34,4.975
3.73,2.16,6.216,5.784
4.32,2.54,6.975,6.478
4.62,2.76,7.383,6.855
4.78,2.89,7.67,7.121
4.97,3.01,7.944,7.373
5.14,3.11,8.167,7.575
5.32,3.21,8.382,7.768
5.49,3.28,8.59,7.952
5.44,3.19,8.496,7.86
4.57,2.63,7.514,6.966
3.28,1.88,6.119,5.703
2.5,1.38,5.126,4.799
2.62,0.91,5.057,4.711
2.6,0.85,4.957,4.612
2.21,1.05,4.471,4.183
1.78,0.98,3.783,3.574
1.97,0.87,3.625,3.418
2.28,0.9,3.769,3.542
2.47,1.0,3.976,3.731
2.6,1.06,4.13,3.871
2.82,1.16,4.313,4.035
3.02,1.33,4.466,4.165
2.12,1.28,3.769,3.551
2.63,1.52,4.62,4.328
2.92,1.75,4.967,4.647
3.02,1.86,5.086,4.757
3.22,2.01,5.312,4.964
3.53,2.22,5.72,5.337
3.81,2.41,6.144,5.727
3.97,2.5,6.442,6.002
3.96,2.52,6.522,6.078
4.04,2.57,6.618,6.167
4.14,2.61,6.751,6.286
4.22,2.61,6.869,6.39
4.15,2.47,6.906,6.42
3.78,2.14,6.642,6.173
3.23,1.62,6.157,5.728
2.75,1.17,5.591,5.215
2.28,0.89,4.904,4.59
1.88,0.94,4.295,4.049
1.72,0.91,4.012,3.791
1.57,0.86,3.876,3.668
1.26,0.77,3.669,3.488
0.81,0.5,3.336,3.19
0.37,0.11,3.005,2.881
1.07,0.55,3.442,3.275
0.93,0.57,3.09,2.958
0.48,0.24,2.417,2.339
0.33,0.32,2.114,2.061
0.86,0.75,2.586,2.493
1.25,1.04,2.959,2.834
1.64,1.33,3.311,3.153
2.12,1.65,3.752,3.551
2.67,1.99,4.301,4.046
3.24,2.31,4.926,4.61
4.07,2.67,5.917,5.505
4.7,2.93,6.848,6.349
4.97,2.99,7.51,6.954
4.93,2.83,7.88,7.295
4.34,2.23,7.523,6.971
4.02,1.54,7.11,6.584
3.9,1.46,6.74,6.245
3.27,1.53,5.89,5.481
2.86,1.38,5.375,5.016
2.62,1.31,5.066,4.736
2.44,1.24,4.87,4.557
2.2,1.15,4.492,4.217
2.02,1.1,4.281,4.026
1.94,1.07,4.201,3.953
1.91,1.12,4.105,3.871
2.22,1.33,4.284,4.035
2.43,1.54,4.347,4.087
2.62,1.74,4.582,4.305
2.76,1.91,4.858,4.562
2.93,2.03,5.192,4.87
3.16,2.16,5.621,5.263
3.48,2.33,6.156,5.753
3.9,2.55,6.773,6.316
4.4,2.79,7.407,6.892
4.86,3.02,7.921,7.357
5.23,3.19,8.308,7.704
5.47,3.24,8.565,7.931
5.4,3.11,8.576,7.936
4.69,2.61,7.879,7.3
3.84,1.92,6.991,6.488
3.47,1.58,6.603,6.136
3.19,1.28,6.141,5.712
2.78,1.09,5.555,5.179
2.54,1.23,5.169,4.839
2.58,1.23,5.055,4.727
2.6,1.25,5.006,4.679
2.57,1.27,4.972,4.647
2.63,1.33,4.998,4.668
2.39,1.2,4.634,4.34
2.31,1.41,4.315,4.062
2.24,1.5,4.052,3.82
2.26,1.62,4.145,3.907
2.3,1.7,4.308,4.062
2.35,1.78,4.491,4.234
2.54,1.9,4.84,4.555
2.74,2.01,5.242,4.924
2.85,2.04,5.557,5.214
2.89,2.03,5.738,5.381
3.12,2.12,6.012,5.629
3.48,2.28,6.377,5.956
3.88,2.43,6.78,6.316
4.25,2.48,7.103,6.598
4.39,2.08,7.329,6.755
5.01,2.24,8.168,7.499
4.26,2.17,7.254,6.693
3.62,1.77,6.47,5.983
3.32,1.39,6.119,5.658
3.46,1.09,6.135,5.657
3.55,1.1,6.188,5.7
3.48,1.07,6.122,5.639
3.28,1.03,5.876,5.418
3.05,1.4,5.526,5.127
2.81,1.36,5.161,4.802
1.37,0.85,3.354,3.189
1.99,1.13,3.563,3.344
2.35,1.46,4.509,4.224
2.83,1.77,5.16,4.825
3.23,2.05,5.674,5.299
3.5,2.25,6.066,5.66
3.76,2.43,6.441,6.006
3.95,2.56,6.746,6.287
4.1,2.65,6.986,6.509
4.38,2.83,7.322,6.815
4.69,2.92,7.665,7.123
4.79,2.92,7.814,7.254
4.72,2.75,7.77,7.207
4.26,2.21,7.244,6.71
3.78,1.79,6.824,6.325
3.0,1.41,5.963,5.549
2.52,1.14,5.271,4.926
2.57,0.84,4.979,4.646
2.67,1.07,4.723,4.408
2.59,1.25,4.433,4.144
2.82,1.27,4.711,4.377
2.74,1.41,4.606,4.293
2.74,1.41,4.582,4.277
3.14,1.56,5.046,4.697
3.3,1.82,5.708,5.312
4.5,2.37,7.069,6.543
5.38,2.89,8.174,7.55
5.41,3.03,8.428,7.791
5.01,2.9,8.034,7.442
4.72,2.84,7.696,7.142
4.55,2.83,7.515,6.983
4.6,2.94,7.547,7.015
4.85,3.13,7.905,7.343
5.03,3.25,8.148,7.564
5.43,3.44,8.599,7.97
5.6,3.49,8.93,8.269
5.36,3.24,8.786,8.137
4.95,2.86,8.29,7.676
4.6,2.56,7.801,7.223
4.42,2.45,7.598,7.041
4.1,2.22,7.249,6.726
3.97,2.08,6.856,6.362
3.86,2.03,6.531,6.063
3.74,2.02,6.276,5.833
3.44,1.89,5.849,5.445
3.13,1.74,5.496,5.118
2.96,1.62,5.235,4.888
3.08,1.48,5.447,5.068
3.59,2.01,5.953,5.543
3.81,2.24,6.015,5.599
3.82,2.29,5.854,5.447
3.66,2.24,5.615,5.228
3.28,2.06,5.131,4.789
2.77,1.83,4.465,4.184
2.38,1.69,3.851,3.625
2.69,1.96,4.067,3.81
3.51,2.44,5.076,4.724
4.09,2.73,6.032,5.598
4.26,2.76,6.489,6.02
4.35,2.7,6.855,6.356
4.09,2.37,6.923,6.42
3.84,1.82,6.849,6.332
4.22,1.87,7.161,6.618
3.79,1.68,6.467,5.997
3.08,1.45,5.609,5.23
2.22,1.25,4.726,4.453
1.4,0.97,3.934,3.746
0.69,0.52,3.253,3.122
0.49,0.38,2.947,2.839
1.27,0.86,3.295,3.152
2.12,1.34,3.784,3.588
2.75,1.33,4.371,4.098
2.31,1.28,4.231,3.967
3.27,1.83,5.615,5.23
3.93,2.27,6.543,6.082
4.47,2.6,7.261,6.738
4.97,2.9,7.856,7.28
5.43,3.19,8.405,7.781
5.8,3.41,8.887,8.22
6.04,3.56,9.276,8.575
6.14,3.64,9.506,8.786
6.09,3.62,9.542,8.822
5.84,3.44,9.322,8.625
5.47,3.17,8.911,8.251
5.02,2.84,8.334,7.722
4.16,2.2,7.224,6.704
3.44,1.44,6.236,5.788
3.64,1.16,6.351,5.869
3.41,1.52,6.014,5.573
3.07,1.31,5.658,5.247
2.89,1.16,5.527,5.128
2.61,1.05,5.397,5.018
2.52,0.91,5.329,4.963
1.96,0.8,4.794,4.491
1.57,0.63,4.437,4.175
1.38,0.6,4.153,3.923
2.54,1.29,5.413,5.067
2.6,1.51,5.382,5.045
2.68,1.63,5.414,5.074
2.89,1.82,5.608,5.251
3.07,1.96,5.809,5.434
3.34,2.16,6.155,5.75
3.66,2.35,6.58,6.138
4.0,2.56,7.005,6.526
4.33,2.75,7.412,6.898
4.59,2.89,7.752,7.208
4.74,2.94,7.96,7.396
4.69,2.85,7.937,7.372
4.45,2.6,7.685,7.136
3.74,1.82,6.845,6.35
3.85,1.46,6.943,6.418
3.54,1.36,6.523,6.048
3.31,1.2,6.158,5.718
2.97,1.08,5.662,5.268
2.54,0.91,5.076,4.74
2.22,1.02,4.623,4.341
2.0,1.04,4.327,4.076
1.62,1.04,3.935,3.733
1.24,0.84,3.581,3.414
1.19,0.66,3.403,3.244
0.53,0.39,2.617,2.532
0.99,0.58,3.192,3.044
2.17,1.37,4.369,4.108
2.77,1.78,5.026,4.705
3.27,2.09,5.612,5.241
3.82,2.43,6.324,5.892
4.31,2.73,7.027,6.535
4.67,2.94,7.587,7.05
4.95,3.09,8.005,7.433
5.12,3.17,8.279,7.685
5.13,3.15,8.34,7.739
5.04,3.03,8.248,7.652
4.67,2.71,7.869,7.302
3.77,1.99,6.856,6.369
3.24,1.33,6.132,5.696
3.06,1.03,5.77,5.361
2.75,0.94,5.165,4.81
2.48,0.86,4.836,4.511
2.1,0.7,4.469,4.181
2.17,0.66,4.52,4.22
2.58,0.77,4.896,4.544
2.75,0.83,5.034,4.661
2.4,0.74,4.611,4.281
2.21,0.73,4.171,3.891
1.57,0.86,3.436,3.253
1.5,0.85,3.395,3.219
1.73,1.05,3.756,3.553
1.91,1.23,4.159,3.928
2.1,1.36,4.48,4.224
2.69,1.72,5.198,4.877
3.33,2.11,6.03,5.636
3.94,2.49,6.782,6.32
4.36,2.7,7.349,6.835
4.22,2.6,7.429,6.915
3.6,2.2,6.909,6.449
3.26,1.97,6.373,5.959
3.3,1.93,6.168,5.76
3.09,1.66,5.742,5.356
2.87,1.42,5.358,4.986
2.75,1.28,5.163,4.802
2.83,1.37,5.205,4.834
2.77,1.3,5.121,4.752
2.68,1.22,4.973,4.618
2.55,1.2,4.767,4.434
2.43,1.16,4.594,4.279
2.48,1.17,4.657,4.337
2.56,1.2,4.819,4.486
2.66,1.26,5.038,4.688
2.65,1.45,5.061,4.735
2.43,1.39,4.872,4.574
2.21,1.33,4.561,4.297
1.87,1.13,4.173,3.946
1.34,0.8,3.641,3.464
0.9,0.51,3.207,3.07
0.66,0.42,2.956,2.842
0.28,0.33,2.585,2.507
0.29,0.5,2.481,2.412
0.82,0.75,2.829,2.716
1.44,1.03,3.277,3.114
2.11,1.3,3.768,3.552
2.77,1.56,4.487,4.19
3.05,1.67,5.08,4.724
2.75,1.52,4.986,4.649
2.27,1.12,4.624,4.325
2.11,0.9,4.417,4.135
2.54,1.04,4.503,4.201
3.22,1.06,5.394,4.987
3.5,1.03,5.959,5.497
3.53,1.05,6.058,5.596
3.22,1.11,5.689,5.274
2.56,0.95,4.917,4.585
2.23,0.87,4.475,4.189
1.4,0.84,3.573,3.391
0.81,0.57,2.695,2.595
0.84,0.71,2.243,2.174
1.74,1.29,2.766,2.628
2.31,1.65,3.418,3.22
2.69,1.9,3.977,3.727
3.16,2.16,4.605,4.3
3.75,2.49,5.343,4.972
4.44,2.86,6.128,5.682
5.02,3.13,6.832,6.32
5.3,3.21,7.249,6.699
5.39,3.19,7.469,6.899
5.33,3.07,7.518,6.943
4.9,2.74,7.27,6.704
4.46,2.46,7.027,6.489
4.13,2.25,6.715,6.212
3.79,2.04,6.4,5.929
3.59,1.89,6.224,5.77
3.3,1.74,5.941,5.522
3.23,1.67,5.812,5.404
3.13,1.63,5.768,5.362
2.8,1.51,5.453,5.076
2.71,1.46,5.282,4.918
2.8,1.29,5.34,4.969
2.75,1.61,5.305,4.968
2.44,1.46,4.921,4.626
1.37,0.84,3.625,3.453
0.34,0.15,2.412,2.348
0.37,0.33,2.364,2.304
0.75,0.57,2.702,2.607
1.07,0.75,3.024,2.897
1.41,0.95,3.332,3.172
1.7,1.1,3.599,3.411
1.81,1.13,3.711,3.511
1.78,1.08,3.712,3.511
1.73,1.02,3.684,3.485
1.73,0.74,3.559,3.36
2.52,1.44,3.741,3.534
2.78,1.58,3.668,3.455
2.15,1.38,3.496,3.327
1.99,1.42,3.802,3.631
3.3,2.15,5.412,5.084
4.63,2.61,7.088,6.567
5.46,1.92,8.261,7.561
5.82,1.88,8.726,7.964
5.88,1.92,8.801,8.034
5.72,1.82,8.663,7.911
5.4,1.81,8.304,7.596
3.3,1.86,5.78,5.387
2.75,1.58,5.107,4.778
4.55,2.45,7.344,6.793
5.41,2.95,8.558,7.907
5.8,3.21,8.914,8.232
5.77,3.24,8.889,8.212
5.78,3.29,8.936,8.259
5.88,3.4,9.07,8.386
5.93,3.49,9.135,8.449
5.68,3.39,8.813,8.159
5.17,3.1,8.159,7.564
4.67,2.79,7.513,6.971
4.04,2.3,6.68,6.203
4.16,1.61,6.86,6.319
4.31,1.65,7.054,6.496
3.38,1.62,6.021,5.594
2.25,1.47,4.771,4.502
1.01,0.73,3.608,3.453
0.27,0.19,2.931,2.828
1.29,0.94,3.453,3.315
1.89,1.36,3.795,3.632
2.01,1.45,3.79,3.63
1.94,1.42,3.629,3.484
1.79,1.33,3.415,3.286
1.34,0.82,3.105,2.962
0.72,0.36,2.108,2.033
1.44,0.89,3.431,3.251
2.12,1.31,4.362,4.104
2.87,1.77,5.364,5.018
3.51,2.15,6.18,5.762
3.97,2.47,6.76,6.293
4.4,2.77,7.274,6.764
4.9,3.09,7.843,7.283
5.3,3.32,8.327,7.724
5.39,3.33,8.514,7.893
