WS50M,WS10M,WS100M,WS80M
1.61,0.81,4.201,3.956
1.22,0.7,3.644,3.455
0.75,0.49,3.138,3.001
0.28,0.19,2.821,2.715
0.25,0.12,2.971,2.848
0.81,0.32,3.565,3.371
1.33,0.52,4.079,3.827
1.66,0.75,4.243,3.974
1.77,0.86,4.329,4.052
1.98,0.96,4.449,4.158
2.21,1.06,4.6,4.291
2.68,1.22,4.999,4.652
2.77,1.4,5.152,4.809
3.52,1.73,5.99,5.571
3.81,1.96,6.355,5.905
4.02,2.04,6.638,6.161
4.56,2.21,7.241,6.701
4.73,2.35,7.486,6.919
5.14,2.52,7.969,7.347
5.58,2.67,8.871,8.164
5.65,2.61,9.093,8.357
5.34,2.52,8.701,8.002
5.32,2.5,8.595,7.903
5.24,2.49,8.584,7.895
5.18,2.5,8.401,7.729
5.39,2.61,8.689,7.993
5.6,2.75,8.891,8.176
6.01,3.01,9.195,8.456
6.49,3.26,9.663,8.881
6.76,3.38,10.078,9.259
7.26,3.62,10.668,9.793
7.69,3.84,11.287,10.358
8.06,4.03,11.878,10.897
8.38,4.21,12.288,11.274
8.85,4.45,12.771,11.709
9.56,4.86,13.712,12.568
9.34,4.76,13.82,12.681
9.09,4.64,13.837,12.709
9.01,4.59,13.989,12.858
8.97,4.52,14.015,12.883
9.13,4.57,13.994,12.856
9.33,4.6,13.936,12.788
9.56,4.83,14.195,13.025
9.81,4.89,14.509,13.304
9.59,4.82,14.39,13.198
10.21,5.11,15.274,14.006
11.47,5.82,16.822,15.413
11.91,5.99,17.365,15.903
11.29,5.72,17.142,15.723
10.33,5.4,15.862,14.569
8.58,4.61,13.671,12.591
6.9,3.63,10.986,10.129
6.66,3.5,10.632,9.804
6.07,3.22,9.867,9.109
6.13,3.28,9.728,8.98
5.98,3.18,9.903,9.15
4.83,2.49,8.744,8.102
4.88,2.48,8.139,7.527
4.87,2.45,7.822,7.227
4.42,2.3,7.242,6.705
3.79,2.15,6.602,6.144
3.84,2.13,6.747,6.278
4.65,2.6,7.68,7.127
5.7,3.06,8.978,8.302
6.95,3.63,10.907,10.058
6.97,3.71,11.205,10.341
6.16,3.25,10.243,9.467
5.0,2.3,8.905,8.232
4.44,1.73,8.14,7.513
4.03,1.59,7.31,6.754
4.22,1.86,7.304,6.743
3.85,1.65,6.929,6.402
3.11,1.36,6.316,5.855
2.74,1.21,5.75,5.343
3.18,1.26,5.969,5.528
3.35,1.44,6.105,5.653
3.6,1.61,6.436,5.959
3.56,1.47,6.505,6.025
3.51,1.42,6.275,5.808
3.34,1.36,6.068,5.628
2.9,1.38,5.495,5.114
2.79,1.4,5.366,5.0
2.96,1.5,5.614,5.228
2.72,1.38,5.353,4.997
2.3,1.29,4.891,4.591
2.26,1.3,4.992,4.691
2.96,1.61,5.795,5.419
3.27,1.79,6.118,5.713
3.1,1.7,5.839,5.458
2.96,1.63,5.552,5.194
2.79,1.53,5.301,4.96
2.72,1.03,5.078,4.719
3.35,1.12,5.508,5.095
3.62,1.21,5.653,5.224
3.77,1.5,5.818,5.378
3.57,1.69,5.638,5.226
3.66,1.75,5.663,5.247
3.91,1.91,5.887,5.446
4.29,2.07,6.602,6.091
4.33,2.16,6.575,6.068
4.35,2.22,6.563,6.061
4.49,2.28,6.68,6.167
4.56,2.32,6.835,6.309
4.62,2.38,7.065,6.518
4.84,2.52,7.33,6.755
4.93,2.53,7.475,6.885
4.85,2.47,7.414,6.833
4.81,2.43,7.373,6.796
4.87,2.53,7.404,6.834
5.0,2.67,7.336,6.778
4.34,2.43,6.772,6.278
4.82,2.63,7.109,6.577
5.66,3.04,7.937,7.321
5.43,2.9,7.835,7.231
5.65,2.92,8.17,7.529
5.91,3.0,8.679,7.986
5.8,2.91,8.838,8.136
5.82,2.88,9.026,8.311
5.63,2.78,8.933,8.228
5.35,2.6,8.718,8.034
5.08,2.39,8.49,7.824
4.83,2.31,8.193,7.551
4.74,2.12,7.855,7.231
4.17,1.97,7.409,6.837
4.64,2.05,7.871,7.248
4.57,2.07,7.903,7.282
4.35,1.94,7.696,7.097
4.36,1.93,7.696,7.096
4.51,2.06,7.828,7.216
4.7,2.1,7.866,7.243
4.63,2.12,7.944,7.321
4.01,1.82,7.46,6.899
4.5,2.17,7.745,7.166
4.64,2.38,7.905,7.321
5.09,2.64,8.55,7.91
5.28,2.79,8.964,8.297
5.07,2.71,8.804,8.157
4.77,2.57,8.358,7.749
4.44,2.36,7.698,7.138
4.39,2.17,7.595,7.018
4.46,2.18,7.832,7.232
4.27,2.11,7.558,6.994
4.27,2.11,7.487,6.93
4.22,2.05,7.46,6.906
3.98,1.87,7.15,6.621
3.87,1.81,6.897,6.384
3.63,1.73,6.505,6.025
3.76,1.75,6.691,6.189
3.93,1.84,6.909,6.385
3.8,1.7,6.748,6.234
3.62,1.63,6.554,6.059
3.87,1.86,6.898,6.375
4.01,2.02,7.168,6.633
3.89,1.93,7.192,6.662
3.8,1.94,7.118,6.6
3.7,1.88,6.988,6.488
3.71,1.96,6.892,6.408
3.93,2.09,7.144,6.64
4.14,2.25,7.301,6.783
4.11,2.31,7.177,6.673
4.04,2.29,7.09,6.595
4.25,2.37,7.296,6.778
4.03,2.19,7.121,6.616
3.65,1.39,6.685,6.179
4.12,1.36,7.102,6.536
4.14,1.38,7.11,6.545
3.82,1.44,6.84,6.313
3.73,1.42,6.649,6.14
3.71,1.44,6.646,6.138
3.62,1.41,6.501,6.008
3.55,1.41,6.469,5.98
3.38,1.68,6.298,5.844
3.72,1.56,6.628,6.136
3.82,1.51,6.644,6.155
3.42,1.44,6.25,5.804
2.98,1.29,5.822,5.419
2.42,1.38,5.471,5.114
2.21,1.31,5.313,4.975
1.9,1.15,4.963,4.66
1.99,1.21,4.97,4.671
2.66,1.47,5.619,5.259
3.35,1.83,6.443,6.007
3.97,2.17,6.848,6.367
4.13,2.27,6.808,6.325
3.82,2.11,6.391,5.946
3.48,1.94,5.962,5.556
3.09,1.71,5.52,5.147
3.01,1.27,5.436,5.044
3.92,1.64,6.425,5.938
4.11,1.4,6.771,6.237
4.17,1.41,6.873,6.331
3.92,1.6,6.559,6.061
3.66,1.66,6.135,5.689
3.22,1.86,5.53,5.164
2.94,1.84,5.14,4.818
2.98,1.69,5.099,4.775
3.03,1.69,5.059,4.738
2.77,1.58,4.788,4.496
2.94,1.63,4.911,4.603
3.32,1.61,5.262,4.903
3.6,1.26,5.561,5.148
3.37,1.4,5.395,5.005
2.97,1.65,5.1,4.764
2.87,1.56,5.071,4.733
2.07,1.32,4.038,3.81
1.83,1.11,3.669,3.47
1.62,0.96,3.467,3.289
0.99,0.55,2.796,2.682
0.57,0.34,2.237,2.174
0.96,0.64,2.273,2.188
1.52,0.69,2.94,2.783
2.31,1.47,3.503,3.333
2.86,1.86,4.026,3.818
2.81,1.82,4.072,3.863
2.48,1.66,3.729,3.555
2.37,1.63,3.641,3.479
2.62,1.82,4.019,3.832
2.7,1.93,4.187,3.994
2.86,2.03,4.344,4.138
2.87,2.04,4.288,4.087
2.81,2.02,4.089,3.904
2.68,1.95,3.891,3.721
2.42,1.8,3.62,3.473
2.08,1.57,3.353,3.228
1.71,1.32,3.135,3.027
1.29,1.02,2.938,2.845
1.18,0.92,2.974,2.877
1.28,0.97,3.161,3.046
1.32,0.7,3.296,3.134
1.33,0.78,3.308,3.143
1.76,1.03,3.95,3.732
2.01,1.22,4.377,4.125
2.39,1.44,4.879,4.581
2.59,1.5,5.171,4.845
2.5,1.29,5.101,4.764
3.14,1.16,5.929,5.487
3.45,1.28,6.342,5.861
3.52,1.29,6.482,5.989
3.66,1.31,6.686,6.172
3.77,1.55,6.831,6.307
3.97,1.68,7.064,6.517
4.15,1.75,7.309,6.739
4.3,1.78,7.474,6.889
4.55,1.87,7.794,7.178
4.58,1.9,7.833,7.211
4.67,1.94,7.821,7.195
4.55,1.88,7.519,6.918
4.31,1.71,7.181,6.612
4.41,1.53,7.165,6.589
4.59,1.64,7.182,6.602
4.0,1.48,6.438,5.937
3.32,1.33,5.588,5.178
2.76,1.52,4.883,4.562
2.94,1.66,4.948,4.627
2.54,1.49,4.458,4.182
2.37,1.4,4.309,4.051
2.19,1.3,4.094,3.856
2.09,1.19,3.867,3.645
2.25,0.98,3.879,3.637
3.15,1.33,4.484,4.194
3.65,2.01,4.966,4.659
3.61,2.08,5.229,4.911
3.78,2.26,5.754,5.394
3.97,2.45,6.218,5.819
3.89,2.48,6.308,5.907
3.65,2.44,6.147,5.77
3.5,2.39,6.061,5.696
3.52,2.41,6.079,5.713
3.58,2.46,6.059,5.697
3.71,2.52,6.041,5.682
3.89,2.59,6.073,5.71
3.9,2.6,5.949,5.598
3.66,2.49,5.583,5.271
3.26,2.3,5.054,4.795
2.78,2.03,4.466,4.26
2.41,1.76,4.035,3.857
2.23,1.27,3.897,3.685
0.89,0.54,2.354,2.268
0.29,0.22,1.838,1.805
0.24,0.19,1.997,1.951
0.52,0.37,2.282,2.209
0.86,0.53,2.581,2.475
1.4,0.75,2.991,2.845
2.26,1.56,3.519,3.368
2.97,2.02,4.192,3.986
3.41,2.24,4.829,4.561
3.91,2.49,5.672,5.325
4.44,2.71,6.63,6.182
4.73,2.8,7.261,6.745
4.95,2.79,7.651,7.088
5.29,2.48,8.043,7.414
5.29,2.1,8.047,7.402
5.2,2.08,7.943,7.311
5.24,2.03,8.001,7.359
5.32,1.89,8.158,7.489
5.45,1.79,8.351,7.651
5.61,1.9,8.521,7.804
5.73,1.91,8.647,7.917
5.77,1.95,8.676,7.943
5.59,1.79,8.441,7.729
3.56,1.74,6.057,5.618
1.83,1.17,4.246,4.011
1.65,0.97,4.419,4.177
1.19,0.66,3.869,3.678
0.63,0.32,3.162,3.035
0.41,0.24,2.728,2.635
0.62,0.39,2.636,2.542
1.13,0.85,2.642,2.566
1.68,1.26,2.861,2.771
1.98,1.46,3.144,3.035
2.12,1.57,3.43,3.305
2.44,1.77,3.874,3.714
2.82,2.0,4.365,4.165
3.03,2.13,4.678,4.452
3.12,2.18,4.821,4.583
2.97,2.11,4.705,4.48
2.67,1.95,4.413,4.216
2.3,1.73,4.017,3.854
1.88,1.45,3.558,3.43
1.41,1.11,3.054,2.96
1.03,0.81,2.705,2.63
1.16,0.88,2.805,2.723
1.64,1.2,3.221,3.109
2.18,1.53,3.718,3.561
2.31,1.09,3.968,3.735
1.3,0.79,2.806,2.678
1.73,1.0,3.067,2.906
2.55,1.49,4.118,3.857
2.94,1.69,4.656,4.346
3.15,1.75,4.905,4.568
3.23,1.43,5.052,4.683
4.44,1.45,6.275,5.77
5.3,1.7,7.253,6.65
5.33,1.67,7.519,6.892
5.07,1.68,7.446,6.835
4.78,1.67,7.337,6.743
4.53,1.55,7.214,6.634
3.83,1.59,6.614,6.107
3.61,1.69,6.428,5.946
3.97,1.38,6.741,6.215
4.34,1.43,7.033,6.473
3.76,1.68,6.555,6.059
3.58,1.66,6.398,5.921
3.81,1.36,6.569,6.063
4.1,1.36,6.853,6.314
3.74,1.56,6.573,6.074
3.45,1.57,6.413,5.936
3.36,1.44,6.353,5.88
2.53,1.54,5.06,4.748
2.21,1.34,4.732,4.457
2.08,1.22,4.769,4.494
1.64,0.94,4.34,4.109
1.26,0.71,3.888,3.697
1.06,0.57,3.616,3.446
0.75,0.37,3.235,3.092
0.76,0.56,3.052,2.94
1.33,0.98,3.499,3.363
2.03,1.47,4.258,4.06
2.96,2.03,5.327,5.023
3.85,2.34,6.43,5.994
4.72,2.06,7.625,7.025
5.48,1.8,8.477,7.764
5.67,1.82,8.531,7.813
5.35,1.88,8.09,7.426
5.09,1.95,7.7,7.078
4.98,1.98,7.501,6.9
4.81,1.92,7.136,6.567
4.68,1.87,6.786,6.248
4.54,1.79,6.387,5.896
4.4,1.75,6.194,5.723
4.1,1.84,6.013,5.567
3.8,1.87,5.81,5.392
2.67,1.73,4.59,4.309
2.05,1.38,3.999,3.778
2.37,1.39,4.359,4.099
2.51,1.45,4.46,4.189
2.52,1.43,4.507,4.231
2.43,1.32,4.426,4.155
2.26,0.9,4.288,4.014
2.52,1.56,4.415,4.17
2.73,1.86,4.49,4.265
3.25,2.1,4.982,4.702
4.13,2.25,5.955,5.551
4.97,1.9,6.993,6.444
5.7,1.85,7.912,7.253
5.89,1.91,8.249,7.555
5.3,2.08,7.865,7.219
4.94,2.11,7.612,6.996
4.66,2.14,7.39,6.802
4.73,2.2,7.516,6.916
4.68,2.28,7.468,6.878
4.6,2.28,7.178,6.615
4.96,2.58,7.429,6.842
5.34,2.71,7.726,7.109
5.77,2.97,8.219,7.562
5.5,2.91,8.038,7.413
5.04,2.92,7.829,7.25
5.55,3.19,8.396,7.768
6.15,3.5,9.127,8.431
6.91,3.78,9.809,9.041
6.95,3.76,9.94,9.156
6.95,3.68,9.994,9.201
6.66,3.49,9.654,8.889
6.0,3.09,8.993,8.286
4.91,2.42,7.887,7.28
4.61,2.19,7.211,6.653
5.15,2.52,7.948,7.327
5.16,2.63,8.574,7.915
4.38,2.15,7.935,7.346
3.83,1.74,7.183,6.654
3.4,1.34,6.53,6.046
2.97,1.15,5.813,5.388
2.48,1.28,5.034,4.691
2.42,1.45,4.836,4.518
2.42,1.46,4.903,4.581
2.73,1.6,5.251,4.894
2.96,1.68,5.364,4.99
3.28,1.79,5.571,5.172
4.07,2.07,6.353,5.875
4.49,2.37,6.84,6.323
4.28,2.44,6.641,6.163
4.98,2.77,7.216,6.68
5.61,3.12,8.01,7.398
6.19,3.42,8.986,8.289
6.66,3.58,9.797,9.027
7.05,3.72,10.456,9.627
7.36,3.9,11.082,10.203
7.8,4.12,11.679,10.747
7.88,4.09,11.953,10.998
7.76,3.93,12.045,11.085
9.16,4.5,13.661,12.539
8.95,4.52,13.48,12.377
8.52,4.35,13.326,12.248
8.6,4.41,13.304,12.227
9.08,4.6,13.73,12.606
9.08,4.61,13.828,12.697
8.44,4.3,13.314,12.242
7.88,3.98,12.527,11.521
6.99,3.56,11.429,10.523
6.11,3.15,10.337,9.532
5.37,2.77,9.406,8.688
4.9,2.49,8.768,8.108
5.08,2.46,8.893,8.212
4.63,2.3,8.405,7.776
4.32,2.3,7.947,7.374
4.53,2.41,8.295,7.696
4.58,2.44,8.374,7.768
4.36,2.33,8.069,7.49
4.23,2.27,7.754,7.199
4.13,2.23,7.566,7.028
2.91,1.63,5.838,5.459
2.58,1.25,5.258,4.906
2.62,1.27,5.318,4.951
2.65,1.27,5.19,4.833
2.69,1.21,4.982,4.638
2.93,1.42,4.975,4.63
3.0,1.46,4.885,4.544
2.84,1.38,4.663,4.343
3.11,1.26,5.804,5.382
3.94,1.62,7.654,7.084
4.41,1.88,8.316,7.686
4.38,1.85,8.369,7.734
4.65,1.88,8.502,7.845
4.86,1.97,8.389,7.726
4.7,1.71,7.978,7.339
4.78,1.62,7.719,7.092
4.37,1.68,7.156,6.587
4.24,1.71,7.065,6.51
4.41,2.03,7.412,6.855
4.52,2.24,7.839,7.261
4.69,2.45,8.277,7.672
4.79,2.52,8.738,8.107
5.15,2.75,9.241,8.567
5.25,2.8,9.232,8.555
3.98,2.14,7.723,7.182
3.26,1.35,6.719,6.236
3.69,1.42,7.048,6.51
3.32,1.3,6.513,6.029
3.08,1.15,6.072,5.626
3.09,1.14,5.763,5.338
3.26,1.39,5.71,5.291
3.15,1.52,5.409,5.021
3.48,1.72,5.748,5.326
4.15,2.06,6.238,5.763
4.44,2.16,6.657,6.141
5.68,2.63,8.553,7.856
5.04,2.38,7.816,7.195
5.02,2.33,7.917,7.285
5.3,2.43,8.642,7.949
5.25,2.31,8.69,7.993
5.02,2.15,8.599,7.913
4.51,1.91,7.985,7.359
3.63,1.71,6.697,6.212
3.6,1.9,6.268,5.831
4.26,2.25,7.068,6.558
4.82,2.52,7.736,7.163
5.64,2.95,8.568,7.914
5.11,2.73,8.127,7.519
4.23,2.27,6.986,6.478
4.27,1.96,6.963,6.42
4.86,2.11,7.639,7.022
4.83,2.33,7.678,7.068
4.86,2.4,7.687,7.081
5.1,2.51,7.881,7.253
5.42,2.61,8.4,7.723
5.77,2.74,8.857,8.138
6.28,2.99,9.442,8.667
6.72,3.25,10.002,9.18
6.75,3.28,10.204,9.371
6.23,3.01,9.73,8.944
5.89,2.78,9.215,8.466
5.52,2.61,8.531,7.841
5.3,2.5,8.096,7.445
5.05,2.41,7.736,7.118
5.03,2.42,7.603,6.997
4.97,2.5,7.424,6.84
4.85,2.6,7.245,6.698
5.37,2.89,7.878,7.276
6.29,3.32,9.025,8.315
6.56,3.49,9.238,8.507
6.25,3.34,8.937,8.232
6.01,3.13,8.623,7.942
6.1,3.11,8.857,8.145
6.19,3.05,9.104,8.358
5.63,2.75,8.439,7.754
5.74,2.79,8.38,7.696
5.9,2.93,8.675,7.965
5.97,3.01,8.777,8.061
6.0,3.07,8.84,8.123
6.42,3.3,9.291,8.529
6.93,3.57,9.869,9.052
7.21,3.72,10.301,9.448
7.6,3.93,10.732,9.842
7.82,4.05,11.06,10.143
7.97,4.13,11.163,10.24
8.3,4.3,11.622,10.661
8.8,4.55,12.291,11.272
9.15,4.76,12.75,11.692
9.43,4.91,13.202,12.105
9.51,4.94,13.44,12.329
8.93,4.58,13.026,11.962
7.88,4.04,11.995,11.034
7.91,4.11,11.773,10.83
6.64,3.45,11.199,10.337
6.95,3.56,10.953,10.103
7.29,3.74,11.317,10.426
6.53,3.29,10.364,9.554
5.62,2.61,9.183,8.454
5.18,2.29,8.484,7.799
5.1,2.21,8.243,7.576
5.08,2.21,8.151,7.493
4.98,2.2,7.965,7.325
5.14,2.29,8.074,7.423
5.29,2.42,8.145,7.487
5.59,2.65,8.509,7.817
6.03,2.91,9.115,8.366
6.34,3.1,9.486,8.704
6.71,3.3,9.934,9.112
7.24,3.63,10.582,9.7
7.56,3.8,11.112,10.189
7.62,3.81,11.279,10.349
7.76,3.96,11.409,10.473
8.01,4.06,11.79,10.823
8.53,4.34,12.305,11.29
8.47,4.45,12.136,11.145
7.96,4.18,11.607,10.673
7.63,3.97,11.569,10.653
7.73,3.99,11.784,10.85
7.55,3.89,11.619,10.7
7.11,3.64,11.065,10.195
6.65,3.38,10.433,9.616
6.41,3.21,10.2,9.398
6.07,3.01,9.744,8.976
5.64,2.75,9.148,8.43
5.29,2.53,8.625,7.951
5.17,2.45,8.363,7.709
5.18,2.44,8.359,7.706
5.28,2.48,8.516,7.853
5.33,2.54,8.492,7.829
5.54,2.65,8.687,8.004
5.63,2.71,8.825,8.131
5.52,2.71,8.72,8.041
5.66,2.81,8.897,8.197
5.67,2.86,8.802,8.101
5.84,2.96,8.93,8.217
6.18,3.13,9.32,8.567
6.51,3.3,9.805,9.008
6.62,3.24,10.038,9.225
6.18,3.05,9.607,8.849
5.31,2.68,8.532,7.886
4.94,2.56,7.906,7.321
5.08,2.64,8.073,7.472
5.08,2.62,8.073,7.471
5.04,2.58,8.014,7.414
4.94,2.47,7.831,7.24
5.09,2.45,8.141,7.507
5.36,2.6,8.503,7.826
5.46,2.66,8.617,7.93
5.62,2.76,8.789,8.089
5.45,2.71,8.571,7.896
5.62,2.76,8.74,8.044
6.05,2.92,9.3,8.549
6.04,2.94,9.209,8.464
6.0,2.9,9.084,8.344
5.93,2.86,9.203,8.458
5.86,2.82,9.1,8.364
5.79,2.79,9.023,8.297
5.59,2.71,8.766,8.065
5.31,2.59,8.465,7.793
5.2,2.52,8.297,7.638
5.12,2.45,8.205,7.554
4.88,2.29,8.004,7.379
4.49,2.2,7.42,6.867
4.49,2.38,7.288,6.758
4.48,2.44,7.361,6.832
4.52,2.46,7.502,6.964
4.36,2.35,7.354,6.83
4.25,2.24,7.127,6.616
4.34,2.2,7.089,6.569
4.54,2.19,7.378,6.815
4.75,2.22,7.716,7.109
5.0,2.36,8.033,7.398
5.13,2.44,8.128,7.483
5.3,2.54,8.308,7.645
5.51,2.66,8.513,7.832
5.7,2.8,8.692,7.994
5.54,2.76,8.465,7.788
5.33,2.65,8.345,7.68
5.22,2.56,8.276,7.626
5.11,2.52,8.021,7.4
5.04,2.53,7.792,7.191
5.06,2.55,7.731,7.133
5.03,2.52,7.702,7.104
5.25,2.6,7.925,7.296
5.86,2.84,8.718,8.01
6.02,2.98,9.061,8.332
6.23,3.19,9.379,8.641
6.57,3.41,9.816,9.046
7.25,3.71,10.695,9.847
7.79,4.04,11.482,10.569
7.11,3.78,10.921,10.069
6.65,3.51,10.315,9.514
6.28,3.33,9.57,8.829
6.57,3.38,9.654,8.884
6.84,3.52,10.046,9.238
6.88,3.58,10.066,9.259
6.99,3.67,10.082,9.275
7.19,3.82,10.313,9.487
7.5,4.0,10.697,9.838
7.84,4.19,11.013,10.123
8.07,4.31,11.315,10.397
8.1,4.29,11.509,10.576
8.04,4.2,11.575,10.638
7.81,4.02,11.424,10.504
7.21,3.66,10.989,10.115
6.3,3.07,10.152,9.358
5.24,2.45,8.758,8.09
4.37,2.08,7.331,6.789
3.64,1.81,6.432,5.973
3.34,1.74,6.023,5.614
3.26,1.7,5.759,5.376
3.67,1.94,6.258,5.827
3.92,2.1,6.585,6.124
4.02,2.15,6.821,6.341
4.11,2.18,7.067,6.568
3.69,2.0,6.618,6.162
3.42,1.77,5.977,5.567
3.47,1.61,5.968,5.537
3.26,1.39,5.871,5.444
2.73,1.05,5.347,4.971
2.45,0.83,4.96,4.617
2.79,0.98,5.139,4.774
2.77,1.0,5.167,4.803
2.4,1.02,4.955,4.625
1.84,0.89,4.471,4.197
1.84,1.06,4.582,4.313
1.44,0.85,4.151,3.926
1.73,0.98,4.367,4.119
1.42,0.87,3.918,3.721
0.96,0.54,3.525,3.359
0.84,0.42,3.5,3.333
0.92,0.45,3.621,3.44
1.0,0.55,3.741,3.55
0.97,0.57,3.693,3.516
1.59,0.93,4.486,4.244
2.27,1.33,5.335,5.018
2.96,1.74,5.992,5.614
3.41,2.06,6.52,6.094
3.77,2.25,7.0,6.532
4.15,2.42,7.485,6.971
3.92,2.23,7.204,6.71
3.18,1.46,6.159,5.727
3.55,1.33,6.311,5.839
3.43,1.39,6.042,5.599
3.16,1.28,5.742,5.33
3.16,1.36,5.825,5.41
2.96,1.51,5.711,5.32
3.31,1.85,6.123,5.705
3.67,2.03,6.459,6.017
4.32,2.34,7.197,6.682
4.85,2.58,7.736,7.166
5.36,2.82,8.205,7.586
5.84,3.03,8.753,8.077
5.87,3.08,8.952,8.259
5.71,2.98,8.902,8.213
5.63,2.95,8.851,8.167
5.55,2.94,8.768,8.089
5.4,2.87,8.59,7.934
5.42,2.89,8.479,7.842
5.84,3.11,9.205,8.509
6.24,3.37,9.858,9.109
6.31,3.42,10.006,9.248
5.73,3.11,9.339,8.644
5.4,2.9,8.861,8.205
5.33,2.88,8.699,8.056
5.0,2.62,8.246,7.636
4.55,2.38,7.649,7.08
3.91,2.01,6.733,6.238
3.84,1.92,6.697,6.202
3.51,1.74,6.336,5.875
3.34,1.5,6.149,5.7
3.35,1.24,6.162,5.701
3.28,1.11,5.986,5.537
3.05,1.09,5.665,5.252
2.59,1.39,5.077,4.748
2.35,1.04,4.828,4.516
1.94,1.02,4.373,4.104
1.93,1.1,4.333,4.069
1.89,1.14,4.26,4.003
1.8,1.01,4.086,3.841
1.88,1.01,3.981,3.742
2.09,0.96,3.946,3.705
1.59,1.05,3.215,3.057
1.16,0.82,2.695,2.585
1.12,0.76,2.657,2.549
1.34,0.89,2.958,2.821
1.8,1.15,3.556,3.366
2.12,1.23,4.001,3.768
1.93,0.84,3.843,3.611
2.22,1.27,4.046,3.821
2.45,1.6,4.195,3.984
3.01,1.68,4.851,4.562
3.59,1.5,5.668,5.273
3.75,1.57,5.914,5.491
3.98,1.62,6.144,5.691
4.91,1.63,7.211,6.626
5.47,2.12,7.997,7.339
4.52,2.19,7.208,6.647
4.32,2.24,6.99,6.453
4.36,2.37,7.04,6.501
4.58,2.63,7.211,6.661
4.77,2.81,7.474,6.905
5.31,3.04,8.045,7.426
5.34,3.17,8.191,7.573
5.29,3.1,8.34,7.715
5.44,3.26,8.356,7.741
6.1,3.55,8.882,8.215
8.93,4.85,11.806,10.843
9.03,4.88,12.014,11.033
8.06,4.47,11.187,10.29
6.43,3.56,9.763,9.006
5.51,2.97,8.708,8.047
4.71,2.46,7.576,7.009
4.38,2.15,7.076,6.539
3.85,1.7,6.445,5.958
3.45,1.34,5.98,5.532
3.55,1.41,6.027,5.571
3.63,1.52,5.979,5.527
4.02,1.75,6.29,5.807
4.12,1.7,6.311,5.82
4.13,1.43,6.348,5.847
4.3,1.45,6.674,6.14
4.12,1.4,6.705,6.173
4.14,1.29,6.821,6.278
3.72,1.5,6.535,6.034
3.55,1.68,6.423,5.942
3.72,1.93,6.507,6.021
4.16,2.24,7.006,6.473
5.03,2.73,7.939,7.319
5.49,3.06,8.479,7.822
6.04,3.3,9.19,8.479
7.66,3.95,11.05,10.163
7.9,3.98,11.71,10.769
9.59,4.84,13.471,12.361
8.31,4.4,12.783,11.771
7.42,3.78,11.584,10.678
6.85,3.44,10.689,9.854
6.59,3.27,10.275,9.461
5.9,2.84,9.475,8.716
5.4,2.49,8.783,8.078
4.83,2.3,8.01,7.38
4.82,2.41,7.872,7.258
4.39,2.34,7.726,7.146
4.38,2.37,7.854,7.282
4.55,2.46,8.182,7.583
5.25,2.67,8.943,8.268
6.02,3.06,9.744,8.99
6.53,3.29,10.613,9.781
6.28,3.23,10.401,9.594
6.01,3.11,10.026,9.251
5.5,2.81,9.375,8.658
5.16,2.56,8.898,8.222
4.81,2.32,8.47,7.83
4.19,2.09,7.785,7.218
3.9,2.11,7.546,7.02
4.54,2.43,8.394,7.795
5.2,2.78,9.042,8.382
5.29,2.91,8.997,8.34
5.16,2.87,8.771,8.132
4.88,2.7,8.367,7.761
4.24,2.27,7.571,7.03
3.82,1.51,6.953,6.428
3.81,1.68,6.818,6.304
3.68,1.66,6.591,6.103
3.28,1.58,6.052,5.625
2.78,1.5,5.377,5.028
1.94,1.32,4.328,4.108
0.97,0.74,3.245,3.126
0.33,0.29,2.494,2.428
1.45,1.12,2.929,2.835
2.8,1.92,4.123,3.921
3.94,2.24,5.551,5.186
4.52,1.81,6.368,5.88
4.72,1.58,6.643,6.113
5.24,1.79,7.263,6.669
4.98,2.03,7.27,6.688
4.22,2.04,6.632,6.127
3.77,2.19,6.17,5.726
3.14,2.04,5.35,5.009
2.91,1.88,5.279,4.95
3.49,2.07,5.885,5.494
3.76,2.19,6.009,5.599
3.73,2.14,5.888,5.486
3.4,1.85,5.544,5.165
3.93,1.57,6.112,5.646
4.53,1.88,6.874,6.329
4.69,2.36,7.16,6.602
4.56,2.45,7.111,6.566
4.55,2.49,7.134,6.59
4.57,2.55,7.175,6.629
4.71,2.64,7.405,6.839
4.8,2.63,7.629,7.041
4.78,2.69,7.625,7.04
4.61,2.62,7.378,6.819
4.53,2.55,7.209,6.666
4.47,2.45,7.128,6.596
4.28,2.24,6.895,6.383
3.89,2.0,6.474,6.003
3.52,1.71,6.022,5.591
3.35,1.58,5.706,5.298
2.56,1.21,4.722,4.403
2.26,1.1,4.023,3.765
2.28,1.25,3.877,3.638
2.14,1.3,3.84,3.618
2.39,1.45,4.207,3.957
2.85,1.66,4.991,4.673
3.28,1.77,5.932,5.528
3.37,1.84,6.026,5.614
3.17,1.66,5.757,5.364
3.71,1.4,6.253,5.78
4.02,1.4,6.485,5.982
3.86,1.37,6.248,5.769
3.26,1.26,5.505,5.104
2.72,1.02,4.797,4.467
2.48,1.07,4.51,4.211
2.51,1.15,4.624,4.316
2.48,1.1,4.678,4.366
2.49,1.13,4.726,4.41
2.49,1.08,4.704,4.387
2.72,1.1,4.94,4.597
2.81,1.1,5.062,4.708
2.59,1.09,4.796,4.473
2.39,1.11,4.604,4.302
